0,0.623939,0.24166,0.321451,0.054544,0.0541915,0.110932,0.0259859,0.014836,0.0308653
0,0.721476,0.156514,0.286498,0.123628,0.0930239,0.087749,0.0346833,0.0366003,0.0258558
0,0.232403,0.0584922,0.116035,0.0279425,0.0535186,0.0486344,0.0109122,0.0283506,0.021414
0,0.328973,0.182329,0.129108,0.0901384,0.0298227,0.0694319,0.0235619,0.0469669,0.036999
0,0.489466,0.273777,0.201051,0.066582,0.169128,0.0591784,0.0663458,0.0389218,0.0573426
0,0.665326,0.264143,0.337935,0.225794,0.129331,0.100856,0.0323751,0.040833,0.0555435
0,0.270129,0.17593,0.0937285,0.0763012,0.0646874,0.0222697,0.0234759,0.0241889,0.0217767
0,0.27065,0.304033,0.121653,0.108861,0.0748126,0.0725601,0.0649731,0.051144,0.0459316
0,0.426871,0.361041,0.16985,0.268206,0.0762869,0.0882058,0.0589957,0.0422622,0.0334758
0,0.750173,0.217837,0.308439,0.279407,0.174642,0.110107,0.0591151,0.0452568,0.0582143
0,0.291461,0.20084,0.0847705,0.0420867,0.0477826,0.0122092,0.0346469,0.028528,0.028735
0,0.493733,0.340051,0.185485,0.160606,0.17997,0.0605529,0.0871008,0.0639994,0.0106468
0,0.584556,0.226181,0.2669,0.141324,0.123078,0.114116,0.0542568,0.0525353,0.0521084
0,0.356503,0.306421,0.114987,0.031044,0.0586811,0.023966,0.0337224,0.027338,0.0447166
0,0.677024,0.332861,0.205128,0.120769,0.0842816,0.0277226,0.0362274,0.0253987,0.0608304
0,0.449129,0.466524,0.287194,0.245641,0.0546909,0.125751,0.0901603,0.060399,0.0329196
0,0.383918,0.0457298,0.0992286,0.11661,0.0659075,0.042308,0.0766961,0.0613968,0.0198425
0,0.360416,0.433453,0.279618,0.167396,0.114488,0.0966805,0.06196,0.100374,0.0464191
0,0.503388,0.212215,0.253294,0.123817,0.0885767,0.0834089,0.0233064,0.0318788,0.0384099
0,0.522416,0.202058,0.227201,0.0792127,0.0745744,0.0447125,0.0852449,0.0448259,0.0281901
0,0.285806,0.455174,0.197112,0.137994,0.106873,0.0696231,0.0369071,0.0451419,0.0495055
0,0.500412,0.284389,0.174559,0.166187,0.139343,0.0613248,0.131674,0.0634923,0.0218719
0,0.543989,0.203479,0.171018,0.133314,0.0775326,0.043156,0.0635839,0.0769831,0.0518482
0,0.626228,0.215734,0.238663,0.0778101,0.0486585,0.0487434,0.0381946,0.037033,0.0395123
0,0.860424,0.248467,0.301309,0.0663731,0.0550438,0.0650533,0.0500744,0.0679123,0.0209747
0,0.0999114,0.111187,0.0769364,0.035976,0.0336849,0.0283517,0.0204086,0.0186032,0.00543806
0,0.516504,0.120194,0.178978,0.120726,0.0973178,0.10346,0.0489991,0.0279481,0.0321871
0,0.529205,0.0842848,0.112242,0.0646208,0.15905,0.132847,0.0826752,0.0439826,0.0267837
0,0.349606,0.337748,0.136671,0.107071,0.0746941,0.0805044,0.039371,0.036055,0.0517752
0,0.409476,0.254878,0.153361,0.13069,0.0733169,0.108141,0.0408937,0.0316851,0.0667606
0,0.530849,0.340311,0.234415,0.269442,0.0910886,0.104559,0.0723708,0.134221,0.0915657
0,0.837691,0.2376,0.0977569,0.0826325,0.0246326,0.124582,0.115597,0.0392354,0.0220511
0,0.33706,0.136547,0.114398,0.073094,0.111522,0.0913765,0.0625741,0.0415824,0.0343575
0,0.125997,0.0767442,0.0447121,0.0275931,0.0317236,0.0428014,0.0303724,0.0213644,0.0118286
